1,1,311.1,0.0,400.1,114.5,1,1,1.0
1,2,101.36,0.0,208.69,62.6,1,1,1.0
1,3,54.9,62.43,120.78,59.25000000000001,1,1,0.0
2,1,309.98,0.0,400.1,114.5,1,1,1.0
2,2,101.36,0.0,208.69,62.6,1,1,1.0
2,3,36.99,59.63,120.78,59.24999999999999,1,1,0.0
3,1,308.86,0.0,400.1,114.5,1,1,1.0
3,2,101.36,0.0,208.69,62.6,1,1,1.0
3,3,12.93,53.48,120.78,59.24,1,1,0.0
4,1,307.74,0.0,400.1,114.5,1,1,1.0
4,2,101.36,0.0,208.69,62.6,1,1,1.0
4,3,0.0,50.68,116.2,56.01,1,1,0.0
5,1,307.74,0.0,399.99,114.34,1,1,1.0
5,2,101.36,0.0,208.69,62.6,1,1,1.0
5,3,0.05,48.82,97.58,55.199999999999996,1,1,0.0
6,1,307.74,0.0,399.88,114.18,1,1,1.0
6,2,101.36,0.0,208.69,62.6,1,1,1.0
6,3,0.1,46.95,78.95,54.39999999999999,1,1,0.0
7,1,307.74,0.0,399.77,114.02,1,1,1.0
7,2,101.36,0.0,208.69,62.6,1,1,1.0
7,3,0.15,45.09,60.33,53.59,1,1,0.0
8,1,307.74,0.0,399.65999999999997,113.86,1,1,1.0
8,2,101.36,0.0,208.69,62.6,1,1,1.0
9,1,307.74,0.0,399.54999999999995,113.7,1,1,1.0
9,2,101.36,0.0,208.69,62.6,1,1,1.0
10,1,307.74,0.0,399.43999999999994,113.54,1,1,1.0
10,2,101.36,0.0,208.69,62.6,1,1,1.0
11,1,307.74,0.0,399.33000000000004,113.38,1,1,1.0
11,2,101.36,0.0,208.69,62.6,1,1,1.0
11,4,869.13,180.21,90.87,89.9,1,1,1.0
12,1,307.74,0.0,399.22,113.21,1,1,1.0
12,2,101.36,0.0,208.69,62.6,1,1,1.0
12,4,830.15,174.96,129.85000000000002,89.9,1,1,1.0
13,1,307.74,0.0,399.11,113.05,1,1,1.0
13,2,101.36,0.0,208.69,62.6,1,1,1.0
13,4,776.21,154.74,183.78999999999996,123.56,1,1,1.0
14,1,307.73,0.0,399.01,112.89,1,1,1.0
14,2,101.36,0.0,208.69,62.6,1,1,1.0
14,4,743.99,149.5,216.01,141.5,1,1,1.0
15,1,307.73,0.0,398.9,112.73,1,1,1.0
15,2,101.36,0.0,208.69,62.6,1,1,1.0
15,4,696.8,139.8,263.20000000000005,125.0,1,1,1.0
16,1,307.73,0.0,398.78999999999996,112.57,1,1,1.0
16,2,101.36,0.0,208.69,62.6,1,1,1.0
16,4,656.34,131.56,263.19999999999993,125.0,1,1,1.0
16,5,0.0,163.9,50.2,87.5,1,1,1.0
17,1,307.73,0.0,398.67999999999995,112.41,1,1,1.0
17,2,101.36,0.0,208.69,62.6,1,1,1.0
17,4,619.63,121.82,263.21000000000004,125.0,1,1,1.0
17,5,0.0,163.9,74.2,100.20000000000002,1,1,1.0
18,1,307.73,0.0,398.56999999999994,112.25,1,1,1.0
18,2,101.36,0.0,208.69,62.6,1,1,1.0
18,4,580.68,122.57,263.20000000000005,108.53,1,1,1.0
18,5,0.0,163.9,94.4,115.9,1,1,1.0
19,1,307.73,0.0,398.46000000000004,112.09,1,1,1.0
19,2,101.36,0.0,208.69,62.6,1,1,1.0
19,4,552.96,118.82,242.24,98.78,1,1,1.0
19,5,0.0,173.64,116.1,119.66000000000003,1,1,1.0
20,1,307.73,0.0,398.35,111.93,1,1,1.0
20,2,101.36,0.0,208.69,62.6,1,1,1.0
20,4,520.75,113.58,228.04999999999995,98.78000000000002,1,1,1.0
20,5,0.0,184.13,139.3,124.17000000000002,1,1,1.0
21,1,307.73,0.0,398.24,111.77,1,1,1.0
21,2,101.36,0.0,208.69,62.6,1,1,1.0
21,4,482.54,106.84,228.05,98.77000000000001,1,1,1.0
21,5,0.0,190.12,164.0,124.17000000000002,1,1,1.0
22,1,307.73,0.0,398.13,111.61,1,1,1.0
22,2,101.36,0.0,208.69,62.6,1,1,1.0
22,4,455.57,100.8,226.53000000000003,95.05,1,1,1.0
22,5,0.0,198.36,194.0,134.64,1,1,1.0
23,1,307.73,0.0,398.02,111.45,1,1,1.0
23,2,101.36,0.0,208.69,62.6,1,1,1.0
23,4,423.36,94.06,226.52999999999997,95.05000000000001,1,1,1.0
23,5,9.74,205.1,222.45999999999998,149.6,1,1,1.0
24,1,307.73,0.0,397.90999999999997,111.29,1,1,1.0
24,2,101.36,0.0,208.69,62.6,1,1,1.0
24,4,388.15,88.81,226.52999999999997,95.05000000000001,1,1,1.0
24,5,34.45,215.59,232.95,156.35999999999999,1,1,1.0
25,1,307.73,0.0,397.79999999999995,111.12,1,1,1.0
25,2,101.36,0.0,208.69,62.6,1,1,1.0
25,4,364.17,87.32,226.53000000000003,95.04000000000002,1,1,1.0
25,5,58.42,222.33,245.68,169.06999999999996,1,1,1.0
26,1,307.73,0.0,397.68999999999994,110.96,1,1,1.0
26,2,101.36,0.0,208.69,62.6,1,1,1.0
26,4,340.2,79.82,214.50000000000006,95.05000000000001,1,1,1.0
26,5,81.65,236.57,260.65,174.32999999999998,1,1,1.0
27,1,307.72,0.0,397.5899999999999,110.8,1,1,1.0
27,2,101.36,0.0,208.69,62.6,1,1,1.0
27,4,325.22,76.08,196.48000000000002,95.05,1,1,1.0
27,5,111.61,247.81,271.19,184.08999999999997,1,1,1.0
28,1,307.72,0.0,397.48,110.64,1,1,1.0
28,2,101.36,0.0,208.69,62.6,1,1,1.0
28,4,293.45,73.08,196.49,95.05,1,1,1.0
28,5,134.09,259.79,307.90999999999997,198.31,1,1,1.0
29,1,307.72,0.0,397.37,110.48,1,1,1.0
